csv_line,id,type,score,chinese,requirement,status,chinese_vs_requirement,requirement_vs_code,code_refs,recommendation
531,BREED_CHICKEN,goal,1,繁殖鸡,breed:CHICKEN,consistent,中文要求繁殖“鸡”，requirement 指定 breed:CHICKEN，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 CHICKEN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
532,BREED_COW,goal,1,繁殖牛,breed:COW,consistent,中文要求繁殖“牛”，requirement 指定 breed:COW，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 COW 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
533,BREED_HOGLIN,goal,1,繁殖疣猪兽,breed:HOGLIN,consistent,中文要求繁殖“疣猪兽”，requirement 指定 breed:HOGLIN，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 HOGLIN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
534,BREED_PIG,goal,1,繁殖猪,breed:PIG,consistent,中文要求繁殖“猪”，requirement 指定 breed:PIG，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 PIG 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
535,BREED_CAMEL,goal,3,繁殖骆驼,breed:CAMEL,consistent,中文要求繁殖“骆驼”，requirement 指定 breed:CAMEL，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 CAMEL 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
536,BREED_ARMADILLO,goal,1,繁殖犰狳,breed:ARMADILLO,consistent,中文要求繁殖“犰狳”，requirement 指定 breed:ARMADILLO，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 ARMADILLO 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
537,BREED_RABBIT,goal,1,繁殖兔子,breed:RABBIT,consistent,中文要求繁殖“兔子”，requirement 指定 breed:RABBIT，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 RABBIT 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
538,BREED_FOX,goal,1,繁殖狐狸,breed:FOX,consistent,中文要求繁殖“狐狸”，requirement 指定 breed:FOX，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 FOX 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
539,BREED_SHEEP,goal,1,繁殖羊,breed:SHEEP,consistent,中文要求繁殖“羊”，requirement 指定 breed:SHEEP，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 SHEEP 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
540,BREED_STRIDER,goal,2,繁殖炽足兽,breed:STRIDER,consistent,中文要求繁殖“炽足兽”，requirement 指定 breed:STRIDER，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 STRIDER 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
541,BREED_GOAT,goal,2,繁殖山羊,breed:GOAT,consistent,中文要求繁殖“山羊”，requirement 指定 breed:GOAT，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 GOAT 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
542,BREED_FROGS,goal,2,繁殖青蛙,breed:FROG,consistent,中文要求繁殖“青蛙”，requirement 指定 breed:FROG，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 FROG 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
543,BREED_SNIFFER,goal,10,繁殖嗅探兽,breed:SNIFFER,consistent,中文要求繁殖“嗅探兽”，requirement 指定 breed:SNIFFER，生物种类匹配。,BasicListener.onEntityBreed 监听 EntityBreedEvent 并通过 Goal.recordBreed 记录繁殖幼崽类型到 BRED_ENTITY_TYPES；Goal.teamProgress 汇总队伍成员（包含已记录离线成员）繁殖集合，包含 SNIFFER 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityBreed), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
544,KILL_WITCH,goal,1,击杀女巫,kill:WITCH,consistent,中文要求“击杀女巫”，requirement 指定 kill:WITCH，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 WITCH 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
545,KILL_BOGGED,goal,1,击杀沼骸,kill:BOGGED,consistent,中文要求“击杀沼骸”，requirement 指定 kill:BOGGED，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 BOGGED 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
546,KILL_PARCHED,goal,1,击杀干尸,kill:PARCHED,consistent,中文要求“击杀干尸”，requirement 指定 kill:PARCHED，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 PARCHED 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
547,KILL_ZOMBIE_VILLAGER,goal,2,击杀僵尸村民,kill:ZOMBIE_VILLAGER,consistent,中文要求“击杀僵尸村民”，requirement 指定 kill:ZOMBIE_VILLAGER，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 ZOMBIE_VILLAGER 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
548,KILL_STRAY,goal,1,击杀流浪者,kill:STRAY,consistent,中文要求“击杀流浪者”，requirement 指定 kill:STRAY，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 STRAY 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
549,KILL_ZOGLIN,goal,2,击杀僵尸疣猪兽,kill:ZOGLIN,consistent,中文要求“击杀僵尸疣猪兽”，requirement 指定 kill:ZOGLIN，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 ZOGLIN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
550,KILL_SILVERFISH,goal,2,击杀蠹虫,kill:SILVERFISH,consistent,中文要求“击杀蠹虫”，requirement 指定 kill:SILVERFISH，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 SILVERFISH 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
551,KILL_GUARDIAN,goal,1,击杀守卫者,kill:GUARDIAN,consistent,中文要求“击杀守卫者”，requirement 指定 kill:GUARDIAN，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 GUARDIAN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
552,KILL_GHAST,goal,1,击杀恶魂,kill:GHAST,consistent,中文要求“击杀恶魂”，requirement 指定 kill:GHAST，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 GHAST 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
553,KILL_BAT,goal,2,击杀蝙蝠,kill:BAT,consistent,中文要求“击杀蝙蝠”，requirement 指定 kill:BAT，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 BAT 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
554,KILL_SNOW_GOLEM,goal,1,击杀雪傀儡,kill:SNOW_GOLEM,consistent,中文要求“击杀雪傀儡”，requirement 指定 kill:SNOW_GOLEM，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 SNOW_GOLEM 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
555,KILL_ELDER_GUARDIAN,goal,2,击杀远古守卫者,kill:ELDER_GUARDIAN,consistent,中文要求“击杀远古守卫者”，requirement 指定 kill:ELDER_GUARDIAN，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 ELDER_GUARDIAN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
556,KILL_WARDEN,goal,3,击杀监守者,kill:WARDEN,consistent,中文要求“击杀监守者”，requirement 指定 kill:WARDEN，实体类型匹配。,BasicListener.onEntityDeath 监听 EntityDeathEvent（玩家为 killer 时），调用 Goal.recordKill 记录到 KILLED_ENTITY_TYPES；Goal.teamProgress 汇总队伍历史击杀集合，包含 WARDEN 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
557,KILL_7_UNIQUE_HOSTILE_MOBS,goal,1,击杀 7 种不同敌对生物,kill-unique-hostile:7,consistent,中文要求击杀 7 种不同敌对生物，requirement 指定 kill-unique-hostile:7，数值与去重语义一致。,"Goal.teamProgress 通过 union(KILLED_ENTITY_TYPES, names) 过滤 Goal.isHostileMob 并统计不同敌对生物种数，达到 7 即判定完成。","src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
558,KILL_10_UNIQUE_HOSTILE_MOBS,goal,1,击杀 10 种不同敌对生物,kill-unique-hostile:10,consistent,中文要求击杀 10 种不同敌对生物，requirement 指定 kill-unique-hostile:10，数值与去重语义一致。,"Goal.teamProgress 通过 union(KILLED_ENTITY_TYPES, names) 过滤 Goal.isHostileMob 并统计不同敌对生物种数，达到 10 即判定完成。","src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
559,KILL_13_UNIQUE_HOSTILE_MOBS,goal,2,击杀 13 种不同敌对生物,kill-unique-hostile:13,consistent,中文要求击杀 13 种不同敌对生物，requirement 指定 kill-unique-hostile:13，数值与去重语义一致。,"Goal.teamProgress 通过 union(KILLED_ENTITY_TYPES, names) 过滤 Goal.isHostileMob 并统计不同敌对生物种数，达到 13 即判定完成。","src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
560,KILL_15_UNIQUE_HOSTILE_MOBS,goal,2,击杀 15 种不同敌对生物,kill-unique-hostile:15,consistent,中文要求击杀 15 种不同敌对生物，requirement 指定 kill-unique-hostile:15，数值与去重语义一致。,"Goal.teamProgress 通过 union(KILLED_ENTITY_TYPES, names) 过滤 Goal.isHostileMob 并统计不同敌对生物种数，达到 15 即判定完成。","src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
561,KILL_30_UNDEAD_MOBS,goal,2,击杀 30 只亡灵生物,kill-undead:30,consistent,中文要求击杀 30 只亡灵生物，requirement 指定 kill-undead:30，数值一致。,BasicListener.onEntityDeath 判定 Goal.isUndeadMob 后累加 UNDEAD_KILL_COUNTS；Goal.teamProgress 对队伍成员（含已记录离线成员）计数求和，达到 30 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
562,KILL_20_ARTHROPOD_MOBS,goal,2,击杀 20 只节肢生物,kill-arthropod:20,consistent,中文要求击杀 20 只节肢生物，requirement 指定 kill-arthropod:20，数值一致。,BasicListener.onEntityDeath 判定 Goal.isArthropodMob 后累加 ARTHROPOD_KILL_COUNTS；Goal.teamProgress 对队伍成员（含已记录离线成员）计数求和，达到 20 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
563,KILL_100_MOBS,goal,3,击杀 100 只生物,kill-total:100,consistent,中文要求击杀 100 只生物，requirement 指定 kill-total:100，数值一致。,BasicListener.onEntityDeath 累加玩家 TOTAL_KILL_COUNTS；Goal.teamProgress 对队伍成员总击杀数求和，达到 100 即判定完成。,"src/main/java/top/lqsnow/blockracing/listeners/BasicListener.java (onEntityDeath), src/main/java/top/lqsnow/blockracing/managers/Goal.java (teamProgress)",无
564,OBTAIN_ALL_FURNACES,goal,1,获得所有熔炉类方块,"item:FURNACE,BLAST_FURNACE,SMOKER",consistent,"中文要求“获得所有熔炉类方块”，requirement 指定了 item:FURNACE,BLAST_FURNACE,SMOKER（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
565,OBTAIN_ALL_MINECARTS,goal,1,获得所有矿车类型,"item:MINECART,CHEST_MINECART,FURNACE_MINECART,HOPPER_MINECART,TNT_MINECART",consistent,"中文要求“获得所有矿车类型”，requirement 指定了 item:MINECART,CHEST_MINECART,FURNACE_MINECART,HOPPER_MINECART,TNT_MINECART（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
566,OBTAIN_ALL_MUSHROOMS,goal,1,获得所有蘑菇和菌类,"item:RED_MUSHROOM,BROWN_MUSHROOM,CRIMSON_FUNGUS,WARPED_FUNGUS",consistent,"中文要求“获得所有蘑菇和菌类”，requirement 指定了 item:RED_MUSHROOM,BROWN_MUSHROOM,CRIMSON_FUNGUS,WARPED_FUNGUS（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
567,OBTAIN_ALL_PUMPKINS,goal,1,获得所有南瓜类物品,"item:PUMPKIN,CARVED_PUMPKIN,JACK_O_LANTERN",consistent,"中文要求“获得所有南瓜类物品”，requirement 指定了 item:PUMPKIN,CARVED_PUMPKIN,JACK_O_LANTERN（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
568,OBTAIN_ALL_TORCHES,goal,1,获得所有火把类物品,"item:TORCH,SOUL_TORCH,REDSTONE_TORCH",consistent,"中文要求“获得所有火把类物品”，requirement 指定了 item:TORCH,SOUL_TORCH,REDSTONE_TORCH（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
569,OBTAIN_ALL_RAW_ORE_BLOCKS,goal,2,获得所有粗矿块,"item:RAW_IRON_BLOCK,RAW_GOLD_BLOCK,RAW_COPPER_BLOCK",consistent,"中文要求“获得所有粗矿块”，requirement 指定了 item:RAW_IRON_BLOCK,RAW_GOLD_BLOCK,RAW_COPPER_BLOCK（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
570,OBTAIN_64_ARROWS,goal,1,获得 64 支箭,item:ARROW*64,consistent,中文要求“获得 64 支箭”，requirement 指定了 item:ARROW*64（要求列表中所有物品及对应数量全部满足）。,Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
571,OBTAIN_64_COARSE_DIRT,goal,1,获得 64 个砂土,item:COARSE_DIRT*64,consistent,中文要求“获得 64 个砂土”，requirement 指定了 item:COARSE_DIRT*64（要求列表中所有物品及对应数量全部满足）。,Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
572,OBTAIN_64_COLORED_WOOL,goal,2,获得 64 个彩色羊毛,item:WHITE_WOOL*64,mismatch,中文描述为“获得 64 个彩色羊毛”，但 requirement 仅指定了 item:WHITE_WOOL*64（仅限白色羊毛 64 个），收集其他 15 种颜色的彩色羊毛均无法完成目标。,Goal.sharedItemProgress 中按目标材料类别统计进度（未满足为 0/1，满足时为 1/1），其严格比对材质为 WHITE_WOOL 且数量达到 64，对其他彩色羊毛不予累计。,"src/main/resources/Targets.csv:572, src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress)",建议将中文文案修改为“获得 64 个白色羊毛”，或将 requirement 修改为支持任意彩色羊毛。
573,OBTAIN_64_COLORED_CONCRETE,goal,2,获得 64 个彩色混凝土,item:WHITE_CONCRETE*64,mismatch,中文描述为“获得 64 个彩色混凝土”，但 requirement 仅指定了 item:WHITE_CONCRETE*64（仅限白色混凝土 64 个），收集其他颜色的混凝土无法完成目标。,Goal.sharedItemProgress 中按目标材料类别统计进度（未满足为 0/1，满足时为 1/1），其严格比对材质为 WHITE_CONCRETE 且数量达到 64，对其他彩色混凝土不予累计。,"src/main/resources/Targets.csv:573, src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress)",建议将中文文案修改为“获得 64 个白色混凝土”，或将 requirement 修改为支持任意彩色混凝土。
574,OBTAIN_6_UNIQUE_BUCKETS,goal,1,获得 6 种不同桶类物品,"item:BUCKET,WATER_BUCKET,LAVA_BUCKET,MILK_BUCKET,POWDER_SNOW_BUCKET,TROPICAL_FISH_BUCKET",consistent,"中文要求“获得 6 种不同桶类物品”，requirement 指定了 item:BUCKET,WATER_BUCKET,LAVA_BUCKET,MILK_BUCKET,POWDER_SNOW_BUCKET,TROPICAL_FISH_BUCKET（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
575,OBTAIN_4_UNIQUE_SAPLINGS,goal,1,获得 4 种不同树苗,"item-unique:4:OAK_SAPLING,SPRUCE_SAPLING,BIRCH_SAPLING,JUNGLE_SAPLING,ACACIA_SAPLING,DARK_OAK_SAPLING,MANGROVE_PROPAGULE,CHERRY_SAPLING,PALE_OAK_SAPLING",consistent,中文要求“获得 4 种不同树苗”，requirement 指定 item-unique:4:...（要求候选列表中收集至少 4 种不同物品）。,Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品材质集合，计算与候选集合的交集大小达到 4 即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
576,OBTAIN_4_UNIQUE_SEEDS,goal,2,获得 4 种不同种子,"item:WHEAT_SEEDS,PUMPKIN_SEEDS,MELON_SEEDS,BEETROOT_SEEDS",consistent,"中文要求“获得 4 种不同种子”，requirement 指定了 item:WHEAT_SEEDS,PUMPKIN_SEEDS,MELON_SEEDS,BEETROOT_SEEDS（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
577,OBTAIN_6_UNIQUE_FLOWERS,goal,-1,获得 6 种不同花朵,"item-unique:6:DANDELION,POPPY,BLUE_ORCHID,ALLIUM,AZURE_BLUET,RED_TULIP,ORANGE_TULIP,WHITE_TULIP,PINK_TULIP,OXEYE_DAISY,CORNFLOWER,LILY_OF_THE_VALLEY,WITHER_ROSE,TORCHFLOWER,PITCHER_PLANT,WILDFLOWERS,CACTUS_FLOWER,SUNFLOWER,LILAC,ROSE_BUSH,PEONY,FLOWERING_AZALEA",consistent,中文要求“获得 6 种不同花朵”，requirement 指定 item-unique:6:...（要求候选列表中收集至少 6 种不同物品）。,Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品材质集合，计算与候选集合的交集大小达到 6 即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
578,OBTAIN_7_UNIQUE_WORKSTATIONS,goal,1,获得 7 种不同工作站方块,"item:CRAFTING_TABLE,FURNACE,BLAST_FURNACE,SMOKER,LOOM,STONECUTTER,CARTOGRAPHY_TABLE",consistent,"中文要求“获得 7 种不同工作站方块”，requirement 指定了 item:CRAFTING_TABLE,FURNACE,BLAST_FURNACE,SMOKER,LOOM,STONECUTTER,CARTOGRAPHY_TABLE（要求列表中所有物品及对应数量全部满足）。",Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品数量映射，检查列表中每一项材质数量均满足要求即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
579,OBTAIN_ANY_FROGLIGHT,goal,10,获得任意一种蛙鸣灯,"item-unique:1:OCHRE_FROGLIGHT,PEARLESCENT_FROGLIGHT,VERDANT_FROGLIGHT",consistent,中文要求“获得任意一种蛙鸣灯”，requirement 指定 item-unique:1:...（要求候选列表中收集至少 1 种不同物品）。,Goal.sharedItemProgress 聚合队伍当前在线成员背包与队伍箱的物品材质集合，计算与候选集合的交集大小达到 1 即判定完成。,src/main/java/top/lqsnow/blockracing/managers/Goal.java (sharedItemProgress),无
